"title", price, sold, size, url
"2019 Topps Allen and Ginter Gold Border #156 Vincent Stio", $2.25, Available, Unknown, https://www.ebay.com/itm/2019-Topps-Allen-and-Ginter-Gold-Border-156-Vincent-Stio/362992201269?hash=item5484056e35:i:362992201269
"2019 Topps Allen and Ginter #156 Vincent Stio", $0.99, Available, Unknown, https://www.ebay.com/itm/2019-Topps-Allen-and-Ginter-156-Vincent-Stio/164195125585?hash=item263acac951:g:34oAAOSwDFxeudDk
"STIO 2340 Coburn Gray Outdoor Hiking Pants 32 NWOT", $69.50, Available, Unknown, https://www.ebay.com/itm/STIO-2340-Coburn-Gray-Outdoor-Hiking-Pants-32-NWOT/224003429222?hash=item3427a51366:g:-EkAAOSwqyJetYJe
"SICK Flexi soft Standard I/O Module FX0-STIO68002 F/W: V3.00.0 24VDC 1.5W Used", $225.00, Available, Unknown, https://www.ebay.com/itm/SICK-Flexi-soft-Standard-I-O-Module-FX0-STIO68002-F-W-V3-00-0-24VDC-1-5W-Used/293573459689?epid=11036033459&hash=item445a577ee9:g:nB0AAOSw709etWio
"Stio Pants Womens Dulcet Nylon Zip Ankle Skinny Army Green Sz 10 Jackson Hole", $45.99, Available, Unknown, https://www.ebay.com/itm/Stio-Pants-Womens-Dulcet-Nylon-Zip-Ankle-Skinny-Army-Green-Sz-10-Jackson-Hole/333593481806?hash=item4dabb8924e:g:0UsAAOSwtO5dc6Nl
"Falansterulcpv3204(Adrian Pintea, Liviu Ciulei, Mihai Malaimare, dir. Savel Stio", $43.69, Available, Unknown, https://www.ebay.com/itm/Falansterulcpv3204-Adrian-Pintea-Liviu-Ciulei-Mihai-Malaimare-dir-Savel-Stio/233580427528?hash=item36627a7908:g:ZccAAOSwWNResmpi
"Stio Wilcox fleece hoodie, Men's Medium, Maritime Blue, NWT", $130.00, Available, Medium, https://www.ebay.com/itm/Stio-Wilcox-fleece-hoodie-Mens-Medium-Maritime-Blue-NWT/362987224767?hash=item5483b97ebf:g:noMAAOSwf1ResZtv
"Stio Women's Tailored-Fit OPR Shorts MC7 Boundary Black Size 8 NWT $139", $67.49, Available, Unknown, https://www.ebay.com/itm/Stio-Womens-Tailored-Fit-OPR-Shorts-MC7-Boundary-Black-Size-8-NWT-139/303559741511?hash=item46ad921047:g:~bcAAOSwfOlesVrS
"EUC Stio Divide v neck purple women's size small", $26.00, Available, Small, https://www.ebay.com/itm/EUC-Stio-Divide-v-neck-purple-womens-size-small/254588521255?hash=item3b46a88b27:g:17MAAOSwJkJesVjZ
"1963 Press Photo Michael Stio, 4, wrthes in pain when the car hit him in", $19.99, Available, Unknown, https://www.ebay.com/itm/1963-Press-Photo-Michael-Stio-4-wrthes-in-pain-when-the-car-hit-him-in/353068505942?hash=item523485db56:g:0TcAAOSwIL9esGBU
"2019 Topps Allen and Ginter Baseball Singles***YOU PICK FROM LIST***", $1.85, Available, Unknown, https://www.ebay.com/itm/2019-Topps-Allen-and-Ginter-Baseball-Singles-YOU-PICK-FROM-LIST/202982354519?hash=item2f42b0ee57:g:jUMAAOSw8Jxerwp8
"Stio Fleece Jacket Blue Mens Sz XL EUC", $49.99, Available, Unknown, https://www.ebay.com/itm/Stio-Fleece-Jacket-Blue-Mens-Sz-XL-EUC/114210148457?hash=item1a97749069:g:VJUAAOSwRTJerf9q
"Falansterulcpv3204(Adrian Pintea, Liviu Ciulei, Mihai Malaimare, dir. Savel Stio", $42.00, Available, Unknown, https://www.ebay.com/itm/Falansterulcpv3204-Adrian-Pintea-Liviu-Ciulei-Mihai-Malaimare-dir-Savel-Stio/143594483206?hash=item216ee5ee06:g:n8oAAOSwOPVerR60
