"title", price, sold, size, url
"Stio Skycrest Insulated Snap Shirt", $60, Sold, M, https://poshmark.com/listing/Stio-Skycrest-Insulated-Snap-Shirt-5ea5e8ac3c135c3909e5a4a1
"Stio Down Vest", $45, Sold, S, https://poshmark.com/listing/Stio-Down-Vest-5ea449baffba94539e3b4c28
"Stio sweetwater grey hooded pullover fleece", $43, Sold, M, https://poshmark.com/listing/Stio-sweetwater-grey-hooded-pullover-fleece-5ea2211488cce33f263b3e83
"Stio Turpin Fleece Neck Gaiter Evergreen Heather", $10, Sold, OS, https://poshmark.com/listing/Stio-Turpin-Fleece-Neck-Gaiter-Evergreen-Heather-5ea1e2bdae766f349f02d7fe
"Mountain Hardware Vintersaga Insulated Jacket", $115, Sold, S, https://poshmark.com/listing/Mountain-Hardware-Vintersaga-Insulated-Jacket-5ea0d2103cda8837ff6e7495
"Stio men’s M mountain jacket", $50, Sold, M, https://poshmark.com/listing/Stio-mens-M-mountain-jacket-5e9ef7e843895f86c95c38ae
"Stio Second Light Windbreaker Men's XL", $34, Sold, XL, https://poshmark.com/listing/Stio-Second-Light-Windbreaker-Mens-XL-5e9ce06012d880b9c0f13249
"STIO PULLOVER", $10, Sold, M, https://poshmark.com/listing/STIO-PULLOVER-5e9cd0433a0db93f41fb29b4
"STIO Hiking Joggers", $47, Sold, 6, https://poshmark.com/listing/STIO-Hiking-Joggers-5e98bdca8da5c9eea3e66e9d
"Stio Sweetwater Fleece Coat", $40, Sold, M, https://poshmark.com/listing/Stio-Sweetwater-Fleece-Coat-5e9899c7074d24942d4f5715
"Stio Thermop Fleece Snap Shirt", $40, Sold, M, https://poshmark.com/listing/Stio-Thermop-Fleece-Snap-Shirt-5e9879f52f3d19ffe57b2798
"Stio Alpha Alpine Reversible Jacket", $80, Sold, M, https://poshmark.com/listing/Stio-Alpha-Alpine-Reversible-Jacket-5e978fd3045e392d4b7ec402
