"title", price, sold, size, url
"John Galt by Brandy Melville strappy mini dress", $26, Available, One Size, https://poshmark.com/listing/John-Galt-by-Brandy-Melville-strappy-mini-dress-5ef26b79446e5982c7976c19
"Brandy M Ribbed Hooded Cardigan", $22, Available, OS, https://poshmark.com/listing/Brandy-M-Ribbed-Hooded-Cardigan-5ef26d1f89a0eaac531b3d17
"John Galt / Brandy Melville Pink Velvet Shorts", $13, Available, S, https://poshmark.com/listing/John-Galt-Brandy-Melville-Pink-Velvet-Shorts-5ef26cf5074d242903d6ddb4
"John Galt / Brandy Melville Gingham Plaid Crop Top", $13, Available, S, https://poshmark.com/listing/John-Galt-Brandy-Melville-Gingham-Plaid-Crop-Top-5ef26c9c6f6c91fcfe08e90f
"Brandy Melville Custom Bleach Cropped Sweatshirt", $35, Available, One Size, https://poshmark.com/listing/Brandy-Melville-Custom-Bleach-Cropped-Sweatshirt-5ef14f8f2a1eff4200e79f5f
"Brandy Melville Jacket", $20, Available, OS, https://poshmark.com/listing/Brandy-Melville-Jacket-5ef269bce131644c37b1f97c
"John Galt | Brandy Melville Faux Suede Skirt Sz S", $28, Available, S, https://poshmark.com/listing/John-Galt-Brandy-Melville-Faux-Suede-Skirt-Sz-S-5ef2665d8da5c94d4f50a5b5
"PacSun Skirt", $20, Available, S, https://poshmark.com/listing/PacSun-Skirt-5ef2668360fdedec3a7f60fd
"Crop top.", $10, Available, S, https://poshmark.com/listing/Crop-top-5ef2663d8da5c9d66350a4bf
"John Galt white butterfly hoodie", $18, Available, One size, https://poshmark.com/listing/John-Galt-white-butterfly-hoodie-5ef2649709d760593a920b7d
"✨Brandy Melville John Galt Hooded wind breaker✨", $15, Available, 0, https://poshmark.com/listing/Brandy-Melville-John-Galt-Hooded-wind-breaker-5ef26163284e998c745f7ae2
"John Galt white button tank", $25, Available, S, https://poshmark.com/listing/John-Galt-white-button-tank-5ef262cf93649f609a310ec6
